0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Andrey Semenov,James Madison,CAA,28,64.7,98.8,22.2,45.6,50.4,4.2,12.3,10.2,16.1,67,88,0.761,48,119,0.403,47,141,0.333,1.8,1.5,33.8,Sr,6-7,11,1.34701,101.181,3.8,2014,4469,all,,0.70213273,28,49,20,70,0.5714,0.2857,1,1,1
Ian Markolf,Incarnate Word,Slnd,11,41.7,80.4,19,35.5,36.3,9.2,22.3,13.2,21.2,10,26,0.385,22,62,0.355,0,0,0,4.4,1.1,41.9,Sr,7-1,50,-0.957758,75.608,5.7,2014,4643,all,68,1.05554877,20,39,2,23,0.5128,0.087,4,4,1
Zach Saylor,Central Michigan,MAC,23,9.3,78.3,10.6,38.5,41,4.2,21.6,5.1,26.2,3,6,0.5,5,13,0.385,0,0,0,3.3,1.1,46.2,Sr,6-8,41,-0.331294,67.634,6.9,2014,5811,all,,0.59981601,5,11,0,2,0.4545,0,0,0,
Chris Otule,Marquette,BE,32,43.5,104,18.4,59.1,58.7,13.6,14.4,1.8,21,55,100,0.55,65,110,0.591,0,0,0,6.4,0.4,90.9,Sr,6-11,42,1.12328,105.843,4.4,2014,9283,all,6.8,0.13517253,47,72,18,37,0.6528,0.4865,10,10,1
Fred Gulley III,Arkansas,SEC,34,45.5,113.8,12,47.1,49.6,3.3,7,17.3,11.7,21,32,0.656,28,66,0.424,19,54,0.352,0.3,2.3,26.7,Sr,6-2,12,1.28581,107.804,4.3,2014,10261,all,,4.06247344,18,36,10,30,0.5,0.3333,1,1,1
Ben Mockford,St. Francis NY,NEC,29,69.1,118.2,16.8,56.7,58.3,0.8,5.3,6.2,9.8,30,38,0.789,34,72,0.472,84,210,0.4,0.1,0.5,13.5,Sr,6-2,3,2.33534,110.253,1.3,2014,10282,all,,1.04168681,13,24,21,48,0.5417,0.4375,0,0,
Mike Felt,North Dakota St.,Sum,30,34,105.9,17.7,49.1,53.9,1.7,8,4.4,14.7,27,32,0.844,10,27,0.37,30,85,0.353,0,1.7,28.6,Sr,6-3,3,0.690385,102.254,3.3,2014,10379,all,,0.58814187,4,7,6,20,0.5714,0.3,0,0,
Montez Blair,Cornell,Ivy,6,1.1,43,17.5,0,0,0,21.7,43.8,0,0,0,0,0,2,0,0,2,0,0,0,0,N/A,-,34,-0.320225,41.3493,6.7,2014,10395,all,3.8,,0,0,0,2,,0,0,0,
Reggie Groves,North Carolina Central,MEAC,32,42.1,95.8,15.8,39.3,42.5,2.1,8.7,14.1,14.3,22,32,0.688,10,31,0.323,30,109,0.275,0.7,1.7,22.9,Sr,6-2,13,0.021505,88.0472,2.9,2014,10438,all,,2,5,12,5,19,0.4167,0.2632,0,0,
Raymone Andrews,Stetson,ASun,29,71,95.1,21.8,42.5,48.9,0.7,9.3,29.7,20.9,77,105,0.733,42,110,0.382,34,109,0.312,0.9,2,47.9,Sr,6-2,1,0.696842,94.4749,4.3,2014,10458,all,,1.84128153,21,57,21,53,0.3684,0.3962,0,0,
Candon Rusin,Vermont,AE,31,64.7,109.4,17.8,55.5,57.9,1.8,5.6,5.9,15.7,43,58,0.741,53,108,0.491,49,120,0.408,0.4,1.3,25.4,Sr,6-4,21,1.61615,105.634,3.3,2014,10459,all,,0.61112546,32,56,21,52,0.5714,0.4038,0,0,
Johnny Williams,George Mason,A10,31,49.2,96.4,17.1,48.2,51.2,8,13.6,5.6,20.5,38,61,0.623,67,139,0.482,0,0,0,3.1,1.1,43.9,Sr,6-8,2,0.584827,96.1581,4.6,2014,10525,all,28.4,0.4594889,34,57,33,82,0.5965,0.4024,6,8,0.75
Alzee Williams,North Texas,CUSA,30,70.3,107.1,19,45.2,51.8,3.7,4.8,11.3,10.6,94,127,0.74,105,231,0.455,2,8,0.25,0.2,1.5,53.1,Sr,6-4,3,1.8124,106.077,1.3,2014,10567,all,,1.5,66,111,40,121,0.5946,0.3306,3,3,1
Nick Russell,SMU,Amer,37,81.3,98.8,18.9,46.2,52.5,1,10.8,18.5,23.8,97,121,0.802,84,197,0.426,34,95,0.358,0.9,1.9,41.4,Sr,6-4,12,1.51296,101.094,3,2014,10697,all,76.2,1.32223319,46,70,38,127,0.6571,0.2992,6,8,0.75
Tim Frazier,Penn St.,B10,34,87,107.9,25.9,46.3,53.6,3,11.4,33.1,17.9,157,200,0.785,138,293,0.471,25,86,0.291,0.6,2.7,52.8,Sr,6-1,23,4.12353,121.54,2.9,2014,10709,all,66.2,1.97823275,71,114,68,179,0.6228,0.3799,3,3,1
Bill Edwards,Miami OH,MAC,12,18.5,96.2,23.6,43.7,47.5,5.5,16.9,14.5,12.4,12,12,1,23,52,0.442,10,35,0.286,1.7,0.3,13.8,Sr,6-6,12,0.902836,101.651,4.5,2014,10710,all,51.4,1.27271736,10,22,13,30,0.4545,0.4333,0,0,
Brian Oliver,Seton Hall,BE,32,61.7,110.2,18.4,55.7,57.6,2.4,13.5,7.8,12.3,32,40,0.8,23,65,0.354,85,205,0.415,1.2,2,14.8,Sr,6-6,22,2.10399,110.465,3.5,2014,10729,all,73.8,0.9688,9,19,14,44,0.4737,0.3182,0,0,
Tyler Stone,Southeast Missouri St.,OVC,29,80.2,120.2,24.5,57.2,59.8,8.7,22.7,11.9,11.2,103,146,0.705,191,327,0.584,23,67,0.343,4.7,1.7,37.1,Sr,6-8,33,3.80616,120.321,3.4,2014,10785,all,12.4,1.20831319,103,130,88,197,0.7923,0.4467,32,36,0.8889
Will Felder,Miami OH,MAC,30,79.3,106.5,22.8,54.5,60.3,7.6,18.3,6.5,18.8,105,125,0.84,152,268,0.567,4,22,0.182,3.8,1.5,43.1,Sr,6-7,33,2.56484,110.82,2.9,2014,10857,all,,0.37682609,80,113,72,155,0.708,0.4645,17,17,1
Murphy Burnatowski,Colgate,Pat,29,77.5,104.3,25.2,50.6,53.6,4.5,12.2,10.5,12.6,62,80,0.775,86,188,0.457,61,163,0.374,1.6,2.8,22.8,Sr,6-7,13,2.534,110.108,3.3,2014,10860,all,,0.9787129,45,70,41,118,0.6429,0.3475,8,10,0.8
Ryan Sypkens,UC Davis,BW,29,67.6,103.4,18.7,52.7,54.9,1.8,7.6,6.3,13.1,27,31,0.871,18,51,0.353,78,205,0.38,1.6,1.4,12.1,Sr,6-4,25,1.22514,100.484,3.4,2014,10905,all,,0.69698568,7,15,11,36,0.4667,0.3056,0,0,
Barrett Hunter,Tulsa,CUSA,10,1.3,58.6,20,25,30.3,0,6.2,20.1,32.1,1,2,0.5,1,4,0.25,0,0,0,0,6.5,50,Sr,6-0,0,-0.190577,57.0953,0,2014,11021,all,,1,0,1,1,3,0,0.3333,0,0,
Leslie McDonald,North Carolina,ACC,25,49.4,105.1,18.2,48,50.1,1.6,6.3,9.7,12.8,41,66,0.621,45,90,0.5,43,138,0.312,0.3,0.9,28.9,Sr,6-5,2,1.883,107.762,4.3,2014,11134,all,90.6,1.32142857,24,40,21,50,0.6,0.42,3,4,0.75
Claybrin McMath,Bryant,NEC,28,16.7,84,7.7,45.5,43.1,4,10.9,2.4,21.8,1,5,0.2,10,22,0.455,0,0,0,3,1.7,22.7,Sr,6-8,44,-0.526692,67.3124,8.6,2014,11144,all,,0.49976668,6,10,4,12,0.6,0.3333,0,0,
