0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Chris Crawford,Oral Roberts,Sum,6,3.4,114.5,10.1,75,73.7,3,8.6,8.7,28.2,2,3,0.667,3,3,1,0,1,0,0,4.3,75,Fr,6-1,11,0.351796,102.238,1,2016,16925,all,78.4,1,2,2,1,1,1,1,0,0,
Jay Copeland,North Carolina Central,MEAC,10,17.3,85.8,16.5,51.6,56.1,11.6,11.9,1,35.5,14,21,0.667,16,31,0.516,0,0,0,1.7,3,67.7,Sr,6-7,1,-0.538363,79.2866,6.3,2016,18583,all,,0.05,16,27,0,4,0.5926,0,0,0,
Justin Edwards,Kansas St.,B12,33,77.5,107.8,22.1,50,53.6,8.8,13.4,19.2,18.3,90,130,0.692,107,211,0.507,38,117,0.325,1.8,3.3,39.6,Sr,6-4,14,3.16415,115.955,2.8,2016,19470,all,,1.27779815,89,148,18,62,0.6014,0.2903,12,15,0.8
Adrian Rodgers,Southern,SWAC,32,81.7,103,25.9,47.8,51.5,3.4,15,8.5,11.9,92,118,0.78,115,261,0.441,70,199,0.352,0.4,1.9,25.7,Sr,6-4,2,2.28612,107.122,2.2,2016,19481,all,,0.71428571,49,74,66,187,0.6622,0.3529,9,9,1
Obi Emegano,Oral Roberts,Sum,27,84.4,113.5,29.7,48.2,56.3,3.2,12.7,10.8,10,195,228,0.855,151,335,0.451,46,121,0.38,0.8,1.8,50,Jr,6-3,15,4.96821,126.33,2.7,2016,19615,all,,0.9411827,37,69,114,266,0.5362,0.4286,7,9,0.7778
Anthony Gill,Virginia,ACC,37,69.8,122.6,24,58.3,62.4,10.6,18.2,5.8,10.9,129,173,0.746,187,324,0.577,2,2,1,2.6,1.5,53.1,Sr,6-8,13,4.63536,134.662,3.3,2016,19683,all,81.4,0.6667254,139,184,48,140,0.7554,0.3429,51,51,1
Xavier Pollard,Kent St.,MAC,21,41.2,106.2,25.6,51.6,54.1,3.8,11.2,23.6,17.7,51,81,0.63,66,137,0.482,20,49,0.408,0.2,2.3,43.5,Sr,6-4,1,2.08812,111.534,4.3,2016,19691,all,,1.424979,32,51,34,85,0.6275,0.4,0,1,0
Percy Gibson,Oakland,Horz,35,56.1,111.5,22.6,53.7,57,9.8,18.8,5.7,14.2,78,108,0.722,157,292,0.538,1,3,0.333,4.1,1.4,36.6,Sr,6-9,24,2.19254,115.052,5.2,2016,19719,all,38.6,0.48931417,133,214,24,78,0.6215,0.3077,0,0,
Toddrick Gotcher,Texas Tech,B12,32,71.5,124.1,17.6,54.2,58.7,4.2,10.1,15.7,9.6,67,79,0.848,48,102,0.471,62,158,0.392,1.4,2.1,30.4,Sr,6-4,20,4.15424,128.436,3,2016,19738,all,11.2,2.73083077,27,45,21,57,0.6,0.3684,0,0,
Jerome Seagears,UNLV,MWC,29,68.2,106.8,18.5,50,54.5,1.9,8.1,26.1,19.3,60,75,0.8,53,111,0.477,43,124,0.347,0.3,2.3,31.9,Sr,6-1,2,2.02041,106.566,3.4,2016,19792,all,81,2.08771305,46,76,7,35,0.6053,0.2,0,0,
Jonathan Thomas,Jackson St.,SWAC,10,1.4,200,1.9,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,So,6-1,20,0.564932,168.37,12,2016,19860,all,,,1,1,0,0,1,,0,0,
Arnold Richmond,Grambling St.,SWAC,28,32.7,70.6,27.2,37.3,44.5,2.8,7.4,17,32.5,41,62,0.661,29,71,0.408,6,31,0.194,0.6,2.1,60.8,Sr,5-11,11,-0.412998,77.9198,3.9,2016,19861,all,,0.45456397,18,39,11,34,0.4615,0.3235,0,0,
Hooper Vint,UTEP,CUSA,32,53.7,101.3,19.6,56.8,59.3,6.2,17.2,6.3,21.2,44,60,0.733,109,183,0.596,5,22,0.227,5.7,0.6,29.3,Sr,6-11,23,0.836904,98.082,5.1,2016,19896,all,,0.41508181,61,89,48,94,0.6854,0.5106,12,14,0.8571
Nick Kerr,California,P12,7,0.8,146.9,20.3,75,75,0,9.7,0,0,0,0,0,0,0,0,3,6,0.5,0,0,0,Sr,6-3,20,0.330255,147.533,3.6,2016,19953,all,29.2,,0,0,0,0,,,0,0,
Nic Moore,SMU,Amer,29,83.1,119.2,23.6,52.5,56.3,1.1,6.7,27.1,16.9,84,105,0.8,77,180,0.428,76,184,0.413,0.4,2.4,28.8,Sr,5-9,11,4.90445,128.079,2.6,2016,20051,all,53,2.30300101,22,50,55,130,0.44,0.4231,0,0,
Keron DeShields,Tennessee St.,OVC,28,79.7,109.4,25.6,49.6,54.3,1.2,10.1,19.9,13.9,113,152,0.743,112,238,0.471,46,127,0.362,0.5,2.3,41.6,Sr,6-2,15,2.9336,112.24,3.1,2016,20061,all,,1.48276528,66,121,46,117,0.5455,0.3932,0,1,0
Chase Fischer,BYU,WCC,36,85.3,116,21.9,52.5,57.3,1.2,7.2,10.7,10.3,141,171,0.825,96,203,0.473,111,297,0.374,0.1,1.8,34.2,Sr,6-3,1,3.90642,119.886,2,2016,20078,all,53.2,1.42315148,60,103,36,100,0.5825,0.36,0,0,
Marcellus Barksdale,IUPUI,Sum,31,72.2,96.3,17.9,45.3,51.1,5.2,15.5,10.4,20.3,70,93,0.753,85,182,0.467,8,32,0.25,3.2,3.1,43.5,Sr,6-5,22,0.700732,93.911,3.2,2016,20097,all,,0.82454995,45,86,40,96,0.5233,0.4167,0,0,
Peter Hooley,Albany,AE,32,82.1,99.7,22.1,43.4,49.5,2,14.1,16.4,18.5,108,142,0.761,87,176,0.494,40,163,0.245,0.3,1.7,41.9,Sr,6-4,12,1.3633,98.822,1.4,2016,20266,all,,1.20272432,81,155,6,21,0.5226,0.2857,1,1,1
Dante Holmes,North Carolina Central,MEAC,28,81.1,103.9,23.5,50,52.4,3.3,12.7,11.4,15.2,67,99,0.677,77,177,0.435,72,193,0.373,0.1,1.8,26.8,Sr,6-3,0,1.98655,103.945,4,2016,20283,all,,0.80704426,30,61,46,114,0.4918,0.4035,0,0,
Ge'Lawn Guyn,East Tennessee St.,SC,33,79.1,107.2,26.5,51.8,55.1,2,11.8,11,13.1,106,142,0.746,121,275,0.44,88,213,0.413,2.4,1.9,29.1,Sr,6-2,3,2.98763,113.141,2.7,2016,20348,all,37.8,0.85076097,69,131,52,143,0.5267,0.3636,4,4,1
Patrick Onwenu,Alcorn St.,SWAC,27,59.6,101.3,19.2,47.9,56.3,7.6,11.3,6.7,23.2,89,122,0.73,67,132,0.508,0,8,0,4.8,0.7,87.1,Sr,6-7,15,0.837603,96.5677,4.4,2016,20370,all,,0.41177405,36,66,29,66,0.5455,0.4394,11,11,1
Jordan Weethee,VMI,SC,27,35.6,101.1,12.7,51.2,53,1.9,14.1,7.6,17.6,6,6,1,5,11,0.455,25,72,0.347,0.6,1,7.2,Sr,6-6,40,0.148548,89.9644,5.1,2016,20373,all,,1,5,8,0,3,0.625,0,0,0,
Kedren Johnson,Memphis,Amer,10,6.6,72.2,15.6,45.2,48,2.2,12.4,2,34.3,3,4,0.75,8,13,0.615,1,8,0.125,0,0.6,19,Sr,6-4,15,-0.597155,68.0088,5.7,2016,20405,all,83.2,0.11111111,7,10,1,3,0.7,0.3333,0,0,
Brent Arrington,Morehead St.,OVC,35,73.7,95.3,22.4,38.8,43.8,4.3,9.6,20.8,19,80,107,0.748,95,243,0.391,29,114,0.254,1.6,3.6,30,Sr,6-3,32,1.03162,96.965,4.3,2016,20490,all,,1.50664987,54,113,41,130,0.4779,0.3154,8,9,0.8889
Charles Oliver,Norfolk St.,MEAC,32,60.6,111,23.6,49.1,56.5,2.8,7.5,9,14,116,140,0.829,54,110,0.491,55,168,0.327,0.3,0.7,50.4,Sr,6-3,20,2.20965,113.066,3.8,2016,20588,all,,0.72727273,39,79,15,31,0.4937,0.4839,0,1,0
Craig Ponder,UNC Wilmington,CAA,31,66.5,105.4,20.9,50.2,52.8,1.8,11,15.7,15.5,58,87,0.667,85,176,0.483,37,104,0.356,0.5,1.8,31.1,Sr,6-1,0,1.8482,106.789,4.4,2016,20645,all,,1.47913976,47,82,38,94,0.5732,0.4043,0,0,
Stilman White,North Carolina,ACC,18,1.9,63.9,17.6,12.5,16.8,15.3,7.1,9,21.6,1,2,0.5,1,6,0.167,0,2,0,0,0,25,Jr,6-1,30,-0.13974,62.8047,6.7,2016,20654,all,14,1,1,2,1,5,0.5,0.2,0,0,
Brian Sullivan,Davidson,A10,29,83.8,111.3,18.3,51.6,54.6,1.1,9.7,16.5,11.1,54,65,0.831,33,103,0.32,95,237,0.401,0.4,1.4,19.1,Sr,5-11,3,3.31684,112.728,1.9,2016,20660,all,,2.53851874,16,32,18,73,0.5,0.2466,0,0,
Dominique Dunning,UC Irvine,BW,33,36.8,94.8,12.7,41,44.6,4.2,13.4,12,17.4,25,45,0.556,25,67,0.373,6,16,0.375,0,2.1,54.2,Sr,6-4,24,-0.00768209,86.8303,3.5,2016,20661,all,54.4,1.84985976,16,35,9,32,0.4571,0.2813,1,1,1
Aaron Brown,Saint Joseph's,A10,36,65.8,104.8,19.5,50.2,53.3,3.1,9.9,9.3,12.9,67,94,0.713,102,206,0.495,34,99,0.343,0.1,0.8,30.8,Sr,6-5,2,1.9077,107.793,2.8,2016,20675,all,70.6,1.11905374,70,122,32,83,0.5738,0.3855,7,8,0.875
Tre Demps,Northwestern,B10,32,90.8,105.7,23.2,47.4,49,1.6,9.4,18.2,8.8,51,77,0.662,117,258,0.453,72,217,0.332,0.1,1.1,16.2,Sr,6-3,14,3.13061,111.425,0.9,2016,20726,all,38,2.66655727,62,91,55,167,0.6813,0.3293,4,4,1
Tomasz Gielo,Mississippi,SEC,32,68,108.2,17.8,48.2,51.3,3.2,14,11.8,13.2,43,53,0.811,56,130,0.431,54,154,0.351,1.7,1.1,18.7,Sr,6-9,12,2.18229,109.95,3.9,2016,20754,all,,1.41671111,28,45,28,84,0.6222,0.3333,3,3,1
Anthony Drmic,Boise St.,MWC,30,73.6,108.9,22.1,53.6,56.7,3.9,14.5,10.1,13.9,82,117,0.701,72,127,0.567,61,178,0.343,0,1.8,38.4,Sr,6-6,3,2.75691,113.763,4.1,2016,20762,all,,0.9166875,61,88,11,39,0.6932,0.2821,0,0,
John Cannon,UNC Asheville,BSth,15,6.5,94.5,20.2,53.6,52.7,9.2,13.4,0,19.9,2,5,0.4,15,27,0.556,0,1,0,9.2,0.7,17.9,Sr,6-10,41,0.147282,94.5592,6.7,2016,20768,all,33.4,0,9,14,6,13,0.6429,0.4615,0,0,
Ricky Tarrant Jr.,Memphis,Amer,34,73.4,108.8,19.6,43.5,52.7,1.3,8,20.4,14,146,184,0.793,59,147,0.401,45,144,0.313,0.1,2.5,63.2,Sr,6-2,20,2.55719,111.91,3.3,2016,20769,all,10,2.15686667,42,82,17,66,0.5122,0.2576,0,0,
Karl Madison,Drake,MVC,29,34.1,68.8,13.8,35.5,37.2,0.9,5.7,21.3,39.3,4,6,0.667,15,41,0.366,3,14,0.214,0,0.7,10.9,Sr,5-11,1,-1.17745,63.1367,4.2,2016,20787,all,,1.27024061,7,16,8,25,0.4375,0.32,0,0,
Robert Brown,UAB,CUSA,32,75.2,108.4,22.5,50.8,54.1,1.3,8.5,18.8,14.7,73,95,0.768,92,201,0.458,62,163,0.38,1,1.7,26.1,Sr,6-5,4,2.40766,109.764,2.3,2016,20790,all,84,1.75,58,104,34,97,0.5577,0.3505,5,6,0.8333
Dylan Sherwood,UNC Wilmington,CAA,30,29,110.6,16.9,53.7,54.7,7.8,13.5,5.4,14.7,9,13,0.692,28,41,0.683,20,67,0.299,1.7,1.4,12,Sr,6-9,20,0.850831,107.226,4.9,2016,20969,all,,0.68760548,20,27,8,15,0.7407,0.5333,0,0,
Evan Wessel,Wichita St.,MVC,34,52.5,103.2,10.9,42.4,42.7,7.5,9.5,5.7,10,7,15,0.467,15,29,0.517,27,102,0.265,0.4,1.3,11.5,Sr,6-4,3,0.680275,96.2514,3.4,2016,21297,all,17.2,1.76908996,11,16,4,13,0.6875,0.3077,0,0,
Anthony Odunsi,Houston Baptist,Slnd,30,72.9,108.6,31.1,48.6,61.2,3.4,14.3,26.7,22.4,243,291,0.835,124,258,0.481,12,34,0.353,0.1,2.2,99.7,Sr,6-4,2,3.31514,119.723,2.9,2016,21324,all,9.8,0.98166956,83,142,41,116,0.5845,0.3534,1,2,0.5
Carlton Brundidge,Detroit,Horz,29,50.6,113,24.8,50.7,55,8.4,14,18.2,14.1,72,100,0.72,102,196,0.52,9,32,0.281,0.2,1.4,43.9,Sr,6-2,4,2.28391,119.402,3.9,2016,21334,all,82.8,1.43590125,74,117,28,79,0.6325,0.3544,0,0,
Austin Tillotson,Colgate,Pat,29,86.4,110.3,25.8,51.3,54.8,2.1,9.6,33.3,16.5,74,93,0.796,103,201,0.512,54,158,0.342,0.1,3.4,25.9,Sr,6-0,1,3.50754,115.834,2.1,2016,21472,all,,2.15492382,64,107,39,94,0.5981,0.4149,0,0,
John Walton III,Troy,SB,29,73.9,99,22.2,44.7,50.8,9.7,20,6.4,16.9,105,155,0.677,108,242,0.446,1,3,0.333,2.5,1.3,63.3,Sr,6-7,21,1.53529,101.826,4.2,2016,21520,all,,0.44645262,82,167,26,75,0.491,0.3467,9,11,0.8182
Trey Norris,South Dakota,Sum,30,73.5,102,16.4,50.6,55.5,2.1,7.2,22.8,25.1,48,58,0.828,61,129,0.473,19,48,0.396,0.3,2.1,32.8,Sr,6-0,1,1.08788,97.461,3.5,2016,21570,all,,1.87877273,47,92,14,37,0.5109,0.3784,0,0,
Anthony Collins,Texas A&M,SEC,36,62.4,109.6,12.4,47.8,53,0.8,5.4,26.8,25.8,34,39,0.872,24,76,0.316,28,62,0.452,0.5,2.3,28.3,Sr,6-1,11,1.65546,105.367,2.9,2016,21571,all,10.8,2.92315148,13,26,11,50,0.5,0.22,0,0,
Myke Henry,DePaul,BE,31,72,105.6,24,57.1,59.3,8.9,16.5,8.4,20.6,63,87,0.724,148,257,0.576,22,60,0.367,1.1,1.7,27.4,Sr,6-6,4,2.91706,116.076,4.2,2016,21626,all,88,0.40789688,86,114,62,142,0.7544,0.4366,11,13,0.8462
Max Landis,IPFW,Sum,32,93.5,120.4,22.7,59.3,63.1,0.4,6.1,19.6,14.8,121,149,0.812,70,155,0.452,121,269,0.45,0.1,1.4,35.1,Sr,6-2,10,4.74255,123.289,1.4,2016,21687,all,,1.6760411,31,68,39,87,0.4559,0.4483,0,0,
Mario Moody,Bethune Cookman,MEAC,30,69.4,101.2,24.6,52.2,55.3,8.8,18.4,8.4,21.1,75,109,0.688,113,209,0.541,26,82,0.317,9,1.8,37.5,Sr,6-7,23,1.54107,102.811,4.7,2016,21695,all,6.2,0.41332,92,148,21,61,0.6216,0.3443,42,47,0.8936
Zach Price,Winthrop,BSth,29,46.7,101.5,17.6,52.8,55.4,9.9,16.1,0.7,19.5,43,70,0.614,65,123,0.528,0,0,0,3,0.8,56.9,Sr,6-10,25,0.534571,95.21,6.4,2016,21786,all,88.6,0.05885363,44,70,21,53,0.6286,0.3962,22,23,0.9565
Myles Taylor,Tennessee Martin,OVC,31,60.6,118.8,21.6,62.9,68,9.5,14.6,7.6,20.4,115,147,0.782,120,190,0.632,3,8,0.375,2.7,1.8,74.2,Sr,6-7,33,2.78965,117.734,5.6,2016,21798,all,,0.46664944,74,106,46,85,0.6981,0.5412,5,5,1
Joey Van Zegeren,Northwestern,B10,25,22.2,97.5,20.2,61.8,57.4,14.1,15.3,2.6,24.4,23,51,0.451,34,55,0.618,0,0,0,8,1.5,92.7,Sr,6-10,1,0.534302,100.281,8.1,2016,21808,all,72.8,0.17391304,31,41,3,14,0.7561,0.2143,16,17,0.9412
Ibby Djimde,Southern Illinois,MVC,31,21.4,94.9,15.6,47.2,49.2,10.8,13.4,6.6,23.8,12,21,0.571,25,53,0.472,0,0,0,1.3,1.7,39.6,Sr,6-7,10,0.119381,90.8376,8.7,2016,21814,all,13,0.5556321,10,22,15,30,0.4545,0.5,0,0,
Jibri Bryan,Mercer,SC,5,3.5,112.4,16.1,56.3,64.5,2.6,16.9,12.2,24.9,5,6,0.833,3,4,0.75,1,4,0.25,0,2.7,75,Sr,6-4,34,0.525182,103.418,3.5,2016,21852,all,,1,0,1,3,3,0,1,0,0,
Josh Henderson,Vanderbilt,SEC,32,24.5,101.9,20,51.3,54.7,7.4,14.4,10.6,19.3,31,49,0.633,38,77,0.494,2,3,0.667,3.5,1.1,61.3,Sr,7-0,40,0.710432,107.095,4.9,2016,21854,all,64.4,0.81818182,18,29,20,48,0.6207,0.4167,7,7,1
Bryce Douvier,Texas A&M Corpus Chris,Slnd,31,56.9,112.9,22.3,55.6,61.6,9.9,23.6,5.3,18.6,98,126,0.778,76,144,0.528,25,60,0.417,3.8,2.3,61.8,Sr,6-7,23,1.9729,111.932,5.6,2016,21858,all,,0.35290542,54,78,22,66,0.6923,0.3333,7,8,0.875
Colby Wollenman,Michigan St.,B10,31,13.3,106.4,15.6,54.2,59.4,11.8,17.8,16.6,32.7,11,15,0.733,13,24,0.542,0,0,0,2.2,0.3,62.5,Sr,6-7,41,0.392081,105.714,6.2,2016,21866,all,,1.25014532,13,20,0,4,0.65,0,2,2,1
Brandon Sherrod,Yale,Ivy,29,70.1,117.7,21.6,58.1,58.9,11.6,17,8.8,12.7,104,179,0.581,133,228,0.583,0,1,0,2.6,1.7,78.2,Sr,6-6,35,3.0772,118.472,3.4,2016,21871,all,,0.92108677,94,143,38,84,0.6573,0.4524,24,26,0.9231
Michael Gbinije,Syracuse,ACC,37,93.8,111.2,24.8,55.4,57.4,3.2,8.7,26.5,18.5,106,160,0.662,134,255,0.525,91,233,0.391,1.1,3.1,32.8,Sr,6-7,0,4.67541,122.598,2.8,2016,21893,all,94.6,1.52382127,98,151,36,105,0.649,0.3429,22,26,0.8462
Zay Jackson,Southeastern Louisiana,Slnd,31,81,95,24.9,48.1,51.6,2.7,12.3,28.4,25.1,73,100,0.73,92,206,0.447,46,129,0.357,0.6,2,29.9,Sr,6-0,10,1.20545,97.6488,3,2016,21897,all,,1.24325532,62,105,30,101,0.5905,0.297,1,1,1
Jaylen Bland,UC Riverside,BW,31,86.7,102.9,22.9,51.4,55.2,1.5,11.5,11.7,17.2,80,96,0.833,42,118,0.356,107,276,0.388,0.5,2.4,24.4,Sr,6-3,1,2.26987,105.831,2.5,2016,21898,all,,0.7638853,23,56,19,62,0.4107,0.3065,0,0,
Rashad Smith,Tulsa,Amer,31,49.1,103.1,19.6,54,54.4,8.8,13.3,11.3,18.6,27,49,0.551,88,160,0.55,5,17,0.294,3.4,2,27.7,Sr,6-7,1,1.36947,106.296,4,2016,21940,all,8.4,0.87499031,52,81,36,79,0.642,0.4557,7,7,1
Oliver Ellison,Howard,MEAC,9,8.6,107.9,9.1,90.9,76.8,4.1,14,0,29.1,2,7,0.286,10,11,0.909,0,0,0,4,1.6,63.6,Sr,6-8,44,0.146969,90.5975,8.8,2016,22032,all,,0,8,9,2,2,0.8889,1,3,3,1
Ryan Canty,Fordham,A10,21,9.3,82.1,15.2,47.1,45.3,11.5,32.8,3.2,27.2,5,13,0.385,8,17,0.471,0,0,0,11.3,3.6,76.5,Sr,6-9,42,-0.199193,76.261,8.8,2016,22075,all,30.8,0.24986877,6,10,2,7,0.6,0.2857,1,1,1
Nate Austin,BYU,WCC,36,38.3,115.3,9.5,56.3,56.2,9.8,19.6,4.9,18.4,17,32,0.531,36,63,0.571,0,1,0,3.4,1.3,50,Sr,6-11,33,0.891663,103.677,6.7,2016,22105,all,,1,23,28,13,36,0.8214,0.3611,6,6,1
Adrian Diaz,FIU,CUSA,30,73.2,117.6,24.6,65.3,65.3,12.9,15.7,6.4,17.3,118,190,0.621,169,259,0.653,0,0,0,10.7,1.1,73.4,Sr,6-11,20,3.41555,120.145,4.9,2016,22146,all,38.4,0.40627197,149,194,20,65,0.768,0.3077,53,55,0.9636
Rod Days,Campbell,BSth,27,50.5,109.7,13.6,61.1,61.3,4.6,14.9,6.9,18.5,18,30,0.6,29,47,0.617,23,57,0.404,1.7,2.1,28.8,Sr,6-6,5,0.802511,98.3725,4.2,2016,22399,all,56.4,0.7916526,19,26,10,21,0.7308,0.4762,1,1,1
Angel Rodriguez,Miami FL,ACC,35,75.1,110.9,24.7,52.8,57.4,2.8,7.1,29.4,20.6,96,120,0.8,88,162,0.543,56,164,0.341,0.6,3.3,36.8,Sr,5-11,13,3.76629,123.001,3.4,2016,22458,all,56.2,1.7752566,72,122,16,40,0.5902,0.4,0,0,
Remy Abell,Xavier,BE,34,60.9,107.1,13.1,48,53.3,1.5,5.7,10.3,17.3,52,66,0.788,41,94,0.436,28,79,0.354,0.3,1.1,38.2,Sr,6-4,10,1.51509,104.896,2.2,2016,22465,all,36.8,1.5,29,55,12,39,0.5273,0.3077,2,2,1
Henry Brooks,Wagner,NEC,32,42.9,87.2,19.8,43.2,44,8.6,9.9,6.5,21.5,13,24,0.542,79,182,0.434,0,1,0,5.1,2.3,13.1,Sr,6-8,3,-0.215272,83.4755,8.3,2016,22476,all,54.2,0.43900726,45,86,34,96,0.5233,0.3542,0,0,
Austin McBroom,Eastern Washington,BSky,32,94.2,114.3,26.9,54.9,59.9,2,5.9,17.9,16.2,151,182,0.83,93,197,0.472,112,278,0.403,0,1.5,38.3,Sr,6-0,5,4.27287,119.641,1.7,2016,22502,all,48,1.20653913,51,98,42,99,0.5204,0.4242,0,0,
Jaqawn Raymond,Middle Tennessee,CUSA,33,58.4,102,13.6,51.8,54.1,1.8,7.9,13.3,21.4,34,54,0.63,25,50,0.5,31,88,0.352,0.4,2.3,39.1,Sr,6-4,10,0.503287,93.1557,4.1,2016,22504,all,,1.51286174,18,28,7,24,0.6429,0.2917,4,5,0.8
Martin Breunig,Montana,BSky,30,76,120.2,28.8,62.8,65.3,11.8,23.2,11.4,15.5,146,208,0.702,210,333,0.631,2,6,0.333,4.8,1.2,61.4,Sr,6-8,12,4.419,128.563,4.5,2016,22582,all,74.4,0.60869565,138,183,72,150,0.7541,0.48,33,33,1
Sterling Gibbs,Connecticut,Amer,36,81.2,111.4,19.1,50.9,57.2,1.1,6.1,12.9,15.2,112,131,0.855,46,119,0.387,79,204,0.387,0.1,1.7,40.6,Sr,6-2,4,3.12443,114.397,1.9,2016,22595,all,65.6,1.45619908,38,74,7,42,0.5135,0.1667,0,0,
Hameed Ali,Texas A&M Corpus Chris,Slnd,31,76.8,100.3,23.4,38.2,44.5,2,7.8,33.4,15.2,88,113,0.779,75,211,0.355,32,111,0.288,0.5,4.8,35.1,Sr,6-2,1,1.50988,101.136,3.1,2016,22665,all,,2.77968684,25,60,50,152,0.4167,0.3289,0,1,0
Trey Freeman,Old Dominion,CUSA,38,87.1,111.8,31.9,46.3,50.3,1.8,12,21.4,7.1,141,170,0.829,272,607,0.448,51,146,0.349,0.4,1.9,22.6,Sr,6-2,20,4.53827,124.3,2,2016,22708,all,,2.39574098,49,74,222,532,0.6622,0.4173,0,0,
